iter	Precision	Logloss
77	0.8553906393	0.525091047
78	0.8566810987	0.5234566752
79	0.8565953681	0.5216342288
80	0.8583993581	0.5197034658
81	0.8583147806	0.5179583573
82	0.8580604407	0.5162689014
83	0.858230102	0.5147407604
84	0.8578903728	0.5130335559
85	0.857805186	0.511356075
86	0.8578903728	0.5098659298
87	0.858230102	0.5081950695
88	0.8577198969	0.5063535974
89	0.8618821091	0.5052725126
90	0.8618821091	0.5038668999
91	0.865986443	0.5023265123
92	0.865662165	0.5008229498
93	0.8681532344	0.4994129449
94	0.868233286	0.4978151399
95	0.8686320902	0.4962282975
96	0.8698821017	0.4945744608
97	0.8687909367	0.4928676358
98	0.870118465	0.4912221339
99	0.870197062	0.4894929281
100	0.871683504	0.488054522
101	0.8730171052	0.4865341039
102	0.8731708885	0.4850602166
103	0.8731708885	0.4836483238
104	0.8748865673	0.4821840917
105	0.8757721326	0.480741576
106	0.8762234859	0.4790647802
107	0.8756965868	0.4775402819
108	0.8769675712	0.4761942217
109	0.8758475866	0.4746050063
110	0.8756209491	0.4734195664
111	0.8758475866	0.4720415047
112	0.8756209491	0.470639651
113	0.8771920991	0.4691545828
114	0.8803316684	0.4675250121
115	0.8803316684	0.4660476297
116	0.8800399429	0.464455908
117	0.8803316684	0.4630818341
118	0.8804043782	0.4616628378
119	0.8816843568	0.4601254828
120	0.8816122708	0.4585668185
121	0.8803316684	0.4574186443
122	0.8789831243	0.4561663822
123	0.8776387053	0.4548489184
124	0.8816122708	0.4536212841
125	0.8802588701	0.4522060496
126	0.8829698395	0.4507231444
127	0.8884421833	0.4495685359
128	0.8898208843	0.4483603946
129	0.8884421833	0.4472863236
130	0.8871369375	0.4459962609
131	0.8884421833	0.4444935418
132	0.8885106365	0.4433677648
133	0.8886472913	0.4419463532
134	0.891270837	0.4407936078
135	0.891203871	0.4393541038
136	0.8897530889	0.4383333594
137	0.8897530889	0.437298779
138	0.8898208843	0.436053111
139	0.8898208843	0.4347467214
140	0.8926573783	0.433614369
141	0.8940482404	0.4322195072
142	0.8939827815	0.4310332067
143	0.8941136185	0.4297869776
144	0.8940482404	0.4285384262
145	0.8954434434	0.4274325185
146	0.8940482404	0.4262841793
147	0.8954434434	0.4253541297
148	0.8968430079	0.424218683
149	0.8967790763	0.4230611045
150	0.8953787456	0.4217339253
151	0.8967790763	0.4204498657
152	0.8981205551	0.4192489282
153	0.8981837938	0.4180123273
154	0.8982469541	0.4169033427
155	0.8967150654	0.415884182
156	0.8983100361	0.414652152
157	0.8981837938	0.4136446026
158	0.8967790763	0.4122948278
159	0.8968430079	0.4112009102
160	0.8968430079	0.4101568174
161	0.8969068603	0.4089500389
162	0.8969706338	0.4080025713
163	0.8969706338	0.40669967
164	0.8969068603	0.4055782368
165	0.8982469541	0.4045512434
166	0.8983100361	0.4033710164
167	0.8983100361	0.4022750457
168	0.8997176092	0.4010996335
169	0.9010680748	0.4001328001
170	0.9010064726	0.3991837713
171	0.8995929191	0.3980417936
172	0.9010064726	0.3972384577
173	0.9010064726	0.3960456101
174	0.9010064726	0.3950483361
175	0.9010064726	0.3939823971
176	0.9010064726	0.3929193938
177	0.9011296003	0.3920283805
178	0.9010064726	0.3911374472
179	0.9010680748	0.3903968842
180	0.9009447937	0.389459992
181	0.9009447937	0.3886084346
182	0.9022415738	0.3876966414
183	0.9022415738	0.3866198838
184	0.9023026172	0.385556362
185	0.9022415738	0.3845557089
186	0.9036664288	0.3838141857
187	0.9037266774	0.3832745756
188	0.9034246784	0.382488456
189	0.9036664288	0.381706208
190	0.9050362682	0.3807282271
191	0.9048572502	0.3798891172
192	0.9047974275	0.3789132297
193	0.9047974275	0.3782311341
194	0.9049169978	0.3773494885
195	0.9049169978	0.3763332443
196	0.9049169978	0.37533305
197	0.9034852297	0.3744105552
198	0.9036061047	0.3734596741
199	0.9035457051	0.3724421032
200	0.9036664288	0.3714427966
201	0.9036664288	0.3707717317
202	0.9053331391	0.3698398135
203	0.9052739135	0.3691413995
204	0.9053331391	0.3682291161
205	0.9053922907	0.3672888193
206	0.9053331391	0.3665727211
207	0.9067053911	0.3658222159
208	0.9067053911	0.3651504465
209	0.9081990174	0.3642410595
210	0.9080259565	0.3635310316
211	0.9079681244	0.3626982337
212	0.9079102196	0.3618954244
213	0.9079681244	0.3610203183
214	0.9065296826	0.3604808941
215	0.9079681244	0.359717624
216	0.906470966	0.3588901868
217	0.906470966	0.35810353
218	0.906470966	0.3573715854
219	0.9079681244	0.3566104699
220	0.9108024817	0.3557970897
221	0.9091249793	0.3550785923
222	0.9106897388	0.3543240214
223	0.910520089	0.3535970067
224	0.9104633958	0.3526984398
225	0.9104633958	0.351885052
226	0.9103497935	0.3510693953
227	0.9104066307	0.3503084452
228	0.9119214377	0.3495445313
229	0.9120330855	0.3489035968
230	0.9117534337	0.3481573821
231	0.9117534337	0.3474143374
232	0.9115847875	0.3467747133
233	0.9118095062	0.3461007831
234	0.9116410745	0.3453781758
235	0.9116410745	0.3445360247
236	0.9116410745	0.3436821311
237	0.9115847875	0.3429933704
238	0.9115847875	0.3422388743
239	0.9115847875	0.3414931873
240	0.9115847875	0.3406543585
241	0.9115847875	0.3398908494
242	0.9115847875	0.3391908104
243	0.9116410745	0.338571202
244	0.9116410745	0.3379199935
245	0.9116410745	0.3372291035
246	0.9118655075	0.3365982372
247	0.9118655075	0.3358895013
248	0.9115847875	0.3352693778
249	0.9115847875	0.3348469888
250	0.9115847875	0.3341181268
251	0.910121722	0.3335972902
252	0.9101788486	0.3328386283
253	0.9101788486	0.3320946627
254	0.9102359026	0.3314927239
255	0.9102359026	0.3309015062
256	0.9102359026	0.3302074779
257	0.9116972898	0.3295894928
258	0.9117534337	0.3289498846
259	0.9117534337	0.3284097315
260	0.9117534337	0.3277892662
261	0.9117534337	0.3273666323
262	0.9117534337	0.3267088004
263	0.9103497935	0.3262078346
264	0.9118655075	0.3256250545
265	0.9105767105	0.3251094581
266	0.9105767105	0.3246209419
267	0.9120330855	0.3238966392
268	0.9120888033	0.3231984194
269	0.9120888033	0.3226601389
270	0.9120888033	0.3221074401
271	0.911977297	0.3214579844
272	0.9119214377	0.3208991265
273	0.911977297	0.3202960307
274	0.911977297	0.3197493083
275	0.9120330855	0.319123392
276	0.9120888033	0.3184569136
277	0.9149057507	0.3178465234
278	0.9134391767	0.3172665571
279	0.9150678611	0.3166126095
280	0.9136038172	0.3159862689
281	0.9136585583	0.3153061797
282	0.9136585583	0.3146711527
283	0.9136038172	0.3139338934
284	0.9136038172	0.3132034633
285	0.9136038172	0.3124559737
286	0.9136585583	0.3118108357
287	0.9136585583	0.3112158053
288	0.9151217607	0.3108015819
289	0.915229355	0.310382476
290	0.9151217607	0.3098980538
291	0.915175592	0.3093866083
292	0.915175592	0.3086578608
293	0.915175592	0.308196568
294	0.915175592	0.3075984372
295	0.915175592	0.3069272278
296	0.915175592	0.3064759539
297	0.915175592	0.3059564021
298	0.915175592	0.3053154748
299	0.9151217607	0.3047363342
300	0.9150678611	0.304220624
301	0.9150678611	0.3038045965
302	0.9150678611	0.3032015728
303	0.9150678611	0.3027092018
304	0.9150678611	0.3021291351
305	0.9150678611	0.3015999511
306	0.9150678611	0.301086549
307	0.9150678611	0.3006904378
308	0.9150678611	0.3001003949
309	0.9151217607	0.299429806
310	0.9150678611	0.2990455343
311	0.9151217607	0.2985425621
312	0.91371323	0.2979621499
313	0.9136038172	0.2974109336
314	0.9136038172	0.2968270723
315	0.915013893	0.2965042734
316	0.9135490067	0.2959471254
317	0.915013893	0.2955169589
318	0.9135490067	0.2950010963
319	0.9136038172	0.2945322155
320	0.9151217607	0.2940844615
321	0.9165366048	0.2936775086
322	0.9164302971	0.2932429847
323	0.9164302971	0.292590732
324	0.9149598562	0.2920787674
325	0.9164302971	0.2915174512
326	0.9165896572	0.2910714135
327	0.9150678611	0.2906080168
328	0.9149598562	0.2901592528
329	0.9149598562	0.2896083141
330	0.9150678611	0.2890024733
331	0.9149598562	0.28848129
332	0.915013893	0.2879945647
333	0.9164834847	0.2876230922
334	0.9164302971	0.2871240436
335	0.9179578047	0.2866046349
336	0.9179578047	0.286092879
337	0.9165896572	0.2854778936
338	0.9165366048	0.2849954526
339	0.9165366048	0.2844966926
340	0.9165896572	0.2839832234
341	0.9165896572	0.2835269912
342	0.9165366048	0.2830685011
343	0.9165366048	0.2826928546
344	0.9166426423	0.2821218427
345	0.9166426423	0.2817110852
346	0.9166426423	0.2812472239
347	0.9166426423	0.2808386494
348	0.9181664706	0.2804626718
349	0.9181144037	0.2799284325
350	0.9182184713	0.2795819266
351	0.918270406	0.279026541
352	0.9182184713	0.2785810145
353	0.9167484108	0.2781656078
354	0.9167484108	0.2777856613
355	0.9167484108	0.2773769169
356	0.9182184713	0.2771003325
357	0.9182184713	0.2765867754
358	0.9181664706	0.2761210128
359	0.9181664706	0.2756244415
360	0.9181664706	0.2752535462
361	0.9181664706	0.2748059272
362	0.9181664706	0.2743366749
363	0.9181664706	0.2738608647
364	0.9182184713	0.2734082677
365	0.9182184713	0.2729405705
366	0.918270406	0.2727138895
367	0.9182184713	0.2722834962
368	0.918270406	0.2719501965
369	0.918270406	0.271625066
370	0.918270406	0.2712736097
371	0.9182184713	0.2708185964
372	0.918270406	0.2704836013
373	0.918270406	0.2700225374
374	0.918270406	0.2696407035
375	0.918270406	0.2693312495
376	0.918270406	0.2690924553
377	0.9182184713	0.2687159565
378	0.9182184713	0.2684787688
379	0.918270406	0.2680941406
380	0.9168011945	0.2676647763
381	0.9169065612	0.2673016668
382	0.9168011945	0.2668757034
383	0.9168539112	0.2665475574
384	0.9169065612	0.2662385933
385	0.9168539112	0.2657501928
386	0.9169065612	0.2653815023
387	0.9183740778	0.2650673871
388	0.9183740778	0.2647251626
389	0.9184258151	0.2643046363
390	0.9184258151	0.2640237272
391	0.9184258151	0.2635664117
392	0.9184258151	0.2632045966
393	0.9184258151	0.2629085418
394	0.9184774868	0.2625123839
395	0.9184774868	0.262251692
396	0.9184774868	0.2618982216
397	0.9184774868	0.2614565414
398	0.9185290932	0.2611211517
399	0.9185290932	0.2607209043
400	0.9185290932	0.2603501479
401	0.9186835209	0.2598472942
402	0.9186835209	0.2594557626
403	0.9186835209	0.2590466852
404	0.9186835209	0.258718287
405	0.9186835209	0.2584955441
406	0.9186835209	0.2580722756
407	0.9188373643	0.2578290247
408	0.9187861479	0.2574025612
409	0.9188885162	0.2571040753
410	0.9187861479	0.2567286238
411	0.9187348668	0.256334163
412	0.9202011466	0.256145252
413	0.9203019551	0.2558635875
414	0.920352264	0.2555387073
415	0.9204025093	0.2553279753
416	0.920352264	0.2549826356
417	0.9188885162	0.2547408927
418	0.920352264	0.2544899851
419	0.9188885162	0.2540500607
420	0.9189396036	0.2537606086
421	0.9189396036	0.2534879178
422	0.9189396036	0.2531339479
423	0.9204025093	0.2528434017
424	0.9204025093	0.2525545904
425	0.920352264	0.252310716
426	0.9204025093	0.2519126445
427	0.9205028101	0.2515360719
428	0.9205028101	0.2512283003
429	0.9205028101	0.2507635526
430	0.9205028101	0.2503572459
431	0.9205028101	0.2499822793
432	0.9205028101	0.2496234914
433	0.9205028101	0.2493413161
434	0.9205028101	0.248998766
435	0.9219686885	0.2487327
436	0.9219686885	0.248428942
437	0.9205028101	0.2481769199
438	0.9205028101	0.2478302422
439	0.9205028101	0.2475793088
440	0.9205028101	0.2472740047
441	0.9205028101	0.2469695078
442	0.9205528658	0.2467999563
443	0.9205528658	0.2465037916
444	0.9205528658	0.2461452715
445	0.9205528658	0.2458078234
446	0.9205528658	0.2454749501
447	0.9205528658	0.2451528006
448	0.9205528658	0.2447364328
449	0.9205528658	0.2443438134
450	0.9205528658	0.2440681597
451	0.9205528658	0.2438316534
452	0.9205528658	0.243654045
453	0.9205528658	0.2433807689
454	0.9205528658	0.2430326172
455	0.9205528658	0.2426729448
456	0.9205528658	0.2423738667
457	0.9205028101	0.2420725589
458	0.9204526913	0.2417693227
459	0.9205528658	0.2415359379
460	0.9205528658	0.2412472738
461	0.9205528658	0.2410494196
462	0.9205528658	0.2406985766
463	0.9205528658	0.2404299184
464	0.9205528658	0.2400391074
465	0.9205528658	0.2396944715
466	0.9205528658	0.2395137736
467	0.9205528658	0.2392685032
468	0.9206028584	0.2389568473
469	0.9220670482	0.2387488546
470	0.9220670482	0.2384373317
471	0.9221161351	0.2382181725
472	0.9221161351	0.2378622312
473	0.9220670482	0.2376805598
474	0.9220670482	0.2373368822
475	0.9220670482	0.237085487
476	0.9220670482	0.2368573259
477	0.9235841413	0.2366135652
478	0.9236323188	0.2362236499
479	0.9235841413	0.2359100566
480	0.9206527882	0.2356068348
481	0.9206527882	0.2353347438
482	0.9206527882	0.2350476117
483	0.9206527882	0.2348258624
484	0.9207026552	0.2345001192
485	0.9221651602	0.2341989836
486	0.9206527882	0.2339117302
487	0.9206527882	0.2336641807
488	0.9206527882	0.2334102638
489	0.9206527882	0.2330725921
490	0.9221161351	0.2328795811
491	0.9221161351	0.2326080448
492	0.9221161351	0.2324581181
493	0.9221651602	0.2322127506
494	0.9221651602	0.231869285
495	0.9221651602	0.2315978662
496	0.9221651602	0.2313468383
497	0.9221651602	0.2310644765
498	0.9222630255	0.230830185
499	0.9222630255	0.2305941708
500	0.9222141236	0.2304080136
501	0.9222141236	0.2300708467
502	0.9222630255	0.2299276435
503	0.9222141236	0.2296675511
504	0.9222141236	0.2294205214
505	0.9222141236	0.2291690412
506	0.9236804357	0.2290168226
507	0.9222141236	0.2288332409
508	0.9222141236	0.2286048504
509	0.9222141236	0.2282622116
510	0.9222141236	0.2280281467
511	0.9222630255	0.2278298874
512	0.9222630255	0.22753059
513	0.9222630255	0.2272815464
514	0.9222630255	0.2270083112
515	0.9222630255	0.226824851
516	0.9222630255	0.2266888303
517	0.9222630255	0.2264559161
518	0.9222630255	0.2261962548
519	0.9223118659	0.2258858734
520	0.9223118659	0.225660308
521	0.9223118659	0.2254390669
522	0.9223118659	0.2252138293
523	0.9223118659	0.2249438383
524	0.9223118659	0.2247488497
525	0.9208518809	0.2245037821
526	0.9209014981	0.2242680025
527	0.9223118659	0.2239318015
528	0.9223118659	0.2236845328
529	0.922360645	0.2234832392
530	0.922360645	0.2232302126
531	0.922360645	0.2230403995
532	0.922360645	0.2228398725
533	0.9224093629	0.2226195652
534	0.9224580196	0.2223777994
535	0.9224580196	0.2222367513
536	0.9224093629	0.2220096044
537	0.9238722984	0.2217758096
538	0.9239201134	0.2215078889
539	0.9239201134	0.2212827229
540	0.9239201134	0.2210299329
541	0.9239201134	0.2208303225
542	0.9239201134	0.2205975667
543	0.9239201134	0.220472825
544	0.9239201134	0.220276729
545	0.9239201134	0.2201118092
546	0.9239201134	0.2198590422
547	0.9239201134	0.2197165248
548	0.9239201134	0.2195554037
549	0.9253868494	0.2194103796
550	0.9253868494	0.2192342743
551	0.9253868494	0.2190361604
552	0.9253868494	0.2188032231
553	0.9253868494	0.2186425707
554	0.9253868494	0.218332593
555	0.9253868494	0.2182230731
556	0.9253868494	0.2180729617
557	0.9253868494	0.2179503621
558	0.9253868494	0.2176939343
559	0.9253868494	0.2174716803
560	0.9253868494	0.2173009873
561	0.9253868494	0.2170948728
562	0.9253868494	0.2169169237
563	0.9253868494	0.2166910974
564	0.9253868494	0.2163649547
565	0.9253868494	0.2160474524
566	0.9253868494	0.2158033252
567	0.9253868494	0.2155581166
568	0.9253868494	0.2153757723
569	0.9253868494	0.2151916495
570	0.9253868494	0.2150135856
571	0.9253868494	0.2148495473
572	0.9253868494	0.2146500526
573	0.9253868494	0.2145692885
574	0.9253868494	0.2142835703
575	0.9253868494	0.214095158
576	0.9268582497	0.2138687205
577	0.9268582497	0.2135842688
578	0.9268582497	0.2133967378
579	0.9268582497	0.2131703479
580	0.9268582497	0.2128784437
581	0.9268582497	0.2126547218
582	0.9268582497	0.2125077933
583	0.9268582497	0.2123471701
584	0.9268582497	0.2121635094
585	0.9268582497	0.2119801561
586	0.9268582497	0.2118078261
587	0.9268582497	0.2115769487
588	0.9268582497	0.2112887101
589	0.9268582497	0.2111376476
590	0.9268582497	0.2109313557
591	0.9268582497	0.2107308953
592	0.9268582497	0.2105588787
593	0.9268582497	0.2103631934
594	0.9268582497	0.2101473489
595	0.9268582497	0.20998062
596	0.9268582497	0.2098003806
597	0.9268582497	0.2097277379
598	0.9268582497	0.2096366003
599	0.9268582497	0.2093894093
600	0.9268582497	0.2091748634
601	0.9268582497	0.2089690528
602	0.9268582497	0.2087882733
603	0.9268582497	0.208563938
604	0.9268582497	0.2083268519
605	0.9269043063	0.2081797554
606	0.9269043063	0.207999637
607	0.9269043063	0.2078126014
608	0.9269043063	0.207698206
609	0.926950305	0.2075426184
610	0.926950305	0.207276112
611	0.926950305	0.2070670634
612	0.926950305	0.2068878894
613	0.926950305	0.2066805734
614	0.9254806077	0.2064861193
615	0.926950305	0.2062801486
616	0.926950305	0.2061139364
617	0.9284246776	0.205858707
618	0.926950305	0.2056365429
619	0.926950305	0.2054638068
620	0.9269962459	0.2052505169
621	0.9269962459	0.2051559894
622	0.927042129	0.2050280495
623	0.927042129	0.2048667882
624	0.927042129	0.2046542792
625	0.927042129	0.2045479455
626	0.927042129	0.2043711296
627	0.927042129	0.2042371377
628	0.927042129	0.2040192192
629	0.927042129	0.2038858851
630	0.927042129	0.2037235374
631	0.927042129	0.2035385029
632	0.927042129	0.2033845747
633	0.927042129	0.2030664013
634	0.927042129	0.2029113618
635	0.927042129	0.2027453195
636	0.927042129	0.2026368885
637	0.9271337223	0.2024394458
638	0.9271337223	0.2022435482
639	0.9271337223	0.202060276
640	0.9271337223	0.2019433516
641	0.9271337223	0.2018185553
642	0.9271337223	0.2016510548
643	0.9271337223	0.2013812571
644	0.9271337223	0.2012412877
645	0.9271337223	0.2011346587
646	0.9271337223	0.2008602159
647	0.9271337223	0.2006776097
648	0.9271337223	0.200542828
649	0.9271337223	0.2003725086
650	0.9271337223	0.2002219147
651	0.9271337223	0.2000488056
652	0.9271337223	0.1999063476
653	0.9271794328	0.1997117353
654	0.9271794328	0.1994424668
655	0.9271794328	0.1992647958
656	0.9286495369	0.1991133962
657	0.9286495369	0.1989857831
658	0.9286495369	0.198823119
659	0.9286943393	0.1985648563
660	0.9286943393	0.1983833479
661	0.927270682	0.1981918767
662	0.9287390855	0.1980517104
663	0.9287390855	0.1978306395
664	0.9287390855	0.1977310667
665	0.9287390855	0.1975585469
666	0.9287390855	0.1974134631
667	0.9287390855	0.1972644188
668	0.9316898887	0.1971519571
669	0.9316898887	0.1970026381
670	0.9316898887	0.196883258
671	0.9316898887	0.1967759334
672	0.930212147	0.196651597
673	0.9302559826	0.1964919262
674	0.9302559826	0.1963058332
675	0.9287837755	0.1962550112
676	0.9273162209	0.1960781914
677	0.9258532966	0.1959695657
678	0.9287837755	0.1958650247
679	0.9287837755	0.1956666088
680	0.9287837755	0.1955098513
681	0.9273162209	0.1952950247
682	0.9273162209	0.1950766305
683	0.9273162209	0.1948852024
684	0.9287837755	0.194727414
685	0.9288284096	0.1945658767
686	0.9288284096	0.1943631512
687	0.9302997632	0.1942594457
688	0.9302997632	0.1940896421
689	0.9302997632	0.1939397359
690	0.9302997632	0.1938122245
691	0.9302997632	0.1936381468
692	0.9302997632	0.193541439
693	0.9303434889	0.1934196975
694	0.9303871597	0.1932327514
695	0.9304307758	0.1930866933
696	0.9304307758	0.1928790885
697	0.9319042271	0.1927451994
698	0.9319042271	0.1925385073
699	0.9319042271	0.1924559515
700	0.9319042271	0.1923004121
701	0.9319042271	0.1921133869
702	0.9319042271	0.1919467168
703	0.9319042271	0.1918287743
704	0.9319042271	0.191704348
705	0.9319042271	0.1915595281
706	0.9319469334	0.1914272912
707	0.9334241981	0.1912937117
708	0.9334241981	0.1911634808
709	0.9334241981	0.1910409589
710	0.9334659911	0.1909055777
711	0.9333823525	0.1907160371
712	0.9334659911	0.1905564149
713	0.9334659911	0.1904570288
714	0.9334659911	0.1903637469
715	0.9319895862	0.1902640474
716	0.9319895862	0.1901611097
717	0.9319895862	0.1900622134
718	0.9334659911	0.1899435193
719	0.9334659911	0.189752201
720	0.9334659911	0.1895447183
721	0.9334659911	0.1894758007
722	0.9334659911	0.1894088328
723	0.9335077317	0.1892337365
724	0.9335077317	0.1890943707
725	0.9335077317	0.1889426326
726	0.9335077317	0.1887863217
727	0.9335077317	0.1886113966
728	0.9335077317	0.188481098
729	0.9335077317	0.1883760123
730	0.9335077317	0.188265964
731	0.9335077317	0.1880934566
732	0.9335077317	0.1879696186
733	0.9335077317	0.1878450327
734	0.9335077317	0.1876566171
735	0.9335077317	0.1874920728
736	0.9335077317	0.1873557175
737	0.9335077317	0.1872520299
738	0.9335077317	0.1871210694
739	0.9335494199	0.1869435496
740	0.935028782	0.186874332
741	0.935028782	0.1868137744
742	0.9335494199	0.1866083113
743	0.9320747317	0.1864843276
744	0.9320747317	0.1863520474
745	0.9320747317	0.1861950279
746	0.9320747317	0.186073367
747	0.9320747317	0.1859493769
748	0.9320747317	0.1858031084
749	0.9322020509	0.1856706091
750	0.9322020509	0.1855717246
751	0.9322020509	0.1854986347
752	0.9322020509	0.1853318296
753	0.9322443846	0.1852377174
754	0.9322443846	0.1851172382
755	0.9322866655	0.1849872853
756	0.9322443846	0.1848160233
757	0.9322443846	0.1847241841
758	0.9322443846	0.1845486569
759	0.9351915697	0.1843446929
760	0.9351915697	0.1842460594
761	0.9351915697	0.1841656185
762	0.9351915697	0.1839827572
763	0.9351915697	0.1838639134
764	0.9337156516	0.1836722315
765	0.9351915697	0.1836012487
766	0.9351915697	0.1835269552
767	0.9352321393	0.1834667969
768	0.9337570796	0.1833544203
769	0.9323288937	0.1832568145
770	0.9322866655	0.1830809099
771	0.9337984559	0.1829366582
772	0.9337984559	0.1827964874
773	0.9337984559	0.1826283533
774	0.9367515224	0.1824933148
775	0.9367515224	0.1823808047
776	0.9352726581	0.1822378867
777	0.9352726581	0.1820501382
778	0.9352726581	0.1819442169
779	0.9352726581	0.1818149824
780	0.9352726581	0.1816940428
781	0.9337984559	0.1815832224
782	0.9337984559	0.1814475536
783	0.9352726581	0.181286453
784	0.9352726581	0.1811998644
785	0.9352726581	0.1810756761
786	0.9352726581	0.1809776897
787	0.9352726581	0.180882338
788	0.9352726581	0.1806950103
789	0.9352726581	0.1806033386
790	0.9352726581	0.1804579309
791	0.9367515224	0.1802676108
792	0.9367515224	0.1801752908
793	0.9367515224	0.1801036729
794	0.9367515224	0.1799545533
795	0.9367515224	0.1797412824
796	0.9367515224	0.1796438519
797	0.9367515224	0.1795397817
798	0.9367515224	0.1794179848
799	0.9367515224	0.1793254988
800	0.9367515224	0.1792512517
801	0.9367515224	0.1791156072
802	0.9367515224	0.1789962734
803	0.9367515224	0.1788904735
804	0.9367515224	0.1787805617
805	0.9382350709	0.1786063504
806	0.9382350709	0.178462086
807	0.9382350709	0.1782932091
808	0.9367515224	0.1781627869
809	0.9367515224	0.1780044551
810	0.9367515224	0.1778449873
811	0.9367515224	0.1777329555
812	0.9367515224	0.1776530435
813	0.9367911284	0.1775096115
814	0.9367911284	0.1774004549
815	0.9367515224	0.17724428
816	0.9367911284	0.1771083351
817	0.9367911284	0.1770135116
818	0.9367911284	0.1769009475
819	0.9367911284	0.1766781676
820	0.9367911284	0.1765597504
821	0.9367911284	0.1764219552
822	0.9367911284	0.1763282926
823	0.9382738091	0.176172896
824	0.9382738091	0.1760421067
825	0.9382738091	0.1759056047
826	0.9382738091	0.1757892416
827	0.9382738091	0.1756728754
828	0.9382738091	0.1755042527
829	0.9382738091	0.1754063454
830	0.9382738091	0.1752853283
831	0.9382738091	0.175183832
832	0.9397611906	0.17503268
833	0.9397611906	0.1748795927
834	0.9397611906	0.1747566869
835	0.9397611906	0.174691471
836	0.9397611906	0.1745261721
837	0.9397611906	0.1744101959
838	0.9397611906	0.174272185
839	0.9397611906	0.1741690758
840	0.9397611906	0.1739918408
841	0.9397611906	0.1738892181
842	0.9397611906	0.1737628342
843	0.9397611906	0.1736980068
844	0.9397611906	0.1736120454
845	0.9397611906	0.1735242851
846	0.9397611906	0.1734447689
847	0.9397611906	0.1733758572
848	0.9397611906	0.1732261946
849	0.9397611906	0.1730697485
850	0.9397990079	0.1729561426
851	0.9397990079	0.1727489186
852	0.9397990079	0.1726584948
853	0.9397990079	0.1726046467
854	0.9397990079	0.1724825985
855	0.9397990079	0.1723686064
856	0.9397990079	0.1722938801
857	0.9397990079	0.1721909866
858	0.9397990079	0.1720716248
859	0.9397990079	0.1719469442
860	0.9397990079	0.1717894309
861	0.9397990079	0.1716480068
862	0.9412902343	0.1715575994
863	0.9398367776	0.1714319103
864	0.9413271269	0.1713350171
865	0.9398367776	0.1711399538
866	0.9413271269	0.1710226564
867	0.9413271269	0.1708825097
868	0.9413271269	0.170743335
869	0.9413639732	0.1706252708
870	0.9413639732	0.1705014549
871	0.9413639732	0.1704285542
872	0.9413639732	0.1702335449
873	0.9413639732	0.1701478112
874	0.9413639732	0.1700225008
875	0.9428581747	0.1698865215
876	0.9428581747	0.1697421918
877	0.9428581747	0.1696648896
878	0.9428581747	0.1695759986
879	0.9428581747	0.1694745645
880	0.9428581747	0.1694010949
881	0.9443921597	0.1692956944
882	0.9444271481	0.169195034
883	0.9444271481	0.1691034811
